M,S,1,49
L,B,170322,9713,9
L,B,170323,9716,10
L,S,170324,9717,6
L,S,170325,9696,38
L,S,170326,9713,28
L,S,170327,9722,39
L,S,170328,9705,26
L,S,170329,9713,5
L,S,170330,9710,11
L,B,170331,9714,18
M,B,170332,50
M,S,170333,32
L,S,170334,9714,50
L,B,170335,9712,28
L,S,170336,9699,35
M,S,170337,28
L,S,170338,9704,36
L,S,170339,9716,22
L,B,170340,9700,31
L,B,170341,9707,43
L,S,170342,9706,49
L,S,170343,9704,42
L,S,170344,9700,20
L,B,170345,9710,14
L,B,170346,9704,7
L,S,170347,9713,3
C,165692
L,B,170349,9705,49
M,B,170350,48
L,S,170351,9699,10
L,S,170352,9709,46
L,B,170353,9723,46
L,B,170354,9719,2
C,169904
M,B,170356,19
L,B,170357,9700,42
L,B,170358,9704,15
L,S,170359,9693,40
L,B,170360,9694,39
L,S,170361,9700,2
L,S,170362,9711,50
L,S,170363,9687,23
L,S,170364,9706,46
L,S,170365,9700,28
L,S,170366,9707,18
L,S,170367,9714,35
L,S,170368,9707,44
M,S,170369,54
L,B,170370,9693,42
L,S,170371,9697,7
L,B,170372,9689,24
L,B,170373,9692,7
L,S,170374,9692,19
L,S,170375,9697,39
L,S,170376,9709,33
L,B,170377,9701,16
L,S,170378,9708,49
L,S,170379,9725,24
L,B,170380,9699,39
L,B,170381,9697,49
M,B,170382,32
L,S,170383,9707,35
C,167161
L,B,170385,9704,15
M,S,170386,57
L,S,170387,9708,30
L,S,170388,9706,20
L,S,170389,9707,22
L,S,170390,9690,28
M,B,170391,51
L,B,170392,9696,10
C,167139
L,B,170394,9707,20
L,S,170395,9700,27
L,B,170396,9696,37
L,B,170397,9704,14
L,S,170398,9702,30
L,S,170399,9706,30
C,167319
M,S,170401,51
L,B,170402,9699,44
L,B,170403,9696,38
L,S,170404,9712,38
L,B,170405,9699,31
C,169830
L,B,170407,9718,23
L,S,170408,9707,49
L,B,170409,9704,31
M,B,170410,22
C,168802
L,B,170412,9717,34
C,168924
L,B,170414,9697,31
L,B,170415,9718,35
M,S,170416,46
C,167533
L,S,170418,9715,20
L,S,170419,9711,21
L,B,170420,9718,36
L,S,170421,9715,18
L,S,170422,9712,22
M,S,170423,33
M,S,170424,39
L,S,170425,9706,34
L,S,170426,9713,47
L,B,170427,9712,45
M,S,170428,59
L,B,170429,9707,14
L,S,170430,9711,47
L,B,170431,9698,36
M,S,170432,44
L,S,170433,9707,36
L,B,170434,9707,16
L,B,170435,9698,26
C,170317
L,S,170437,9705,8
L,S,170438,9719,13
L,S,170439,9715,29
C,169441
L,S,170441,9714,6
L,B,170442,9717,19
L,B,170443,9713,8
C,170054
L,S,170445,9731,35
L,S,170446,9722,5
L,S,170447,9735,26
M,S,170448,24
L,S,170449,9707,35
L,S,170450,9721,23
L,S,170451,9707,29
L,S,170452,9724,34
L,S,170453,9723,6
L,S,170454,9705,18
M,S,170455,5
L,B,170456,9719,14
L,S,170457,9720,19
L,B,170458,9719,38
M,S,170459,60
L,B,170460,9719,25
L,S,170461,9722,46
L,S,170462,9719,24
L,S,170463,9731,15
L,B,170464,9728,38
C,167982
L,S,170466,9726,16
L,S,170467,9713,35
L,B,170468,9739,6
L,S,170469,9720,6
L,S,170470,9723,36
L,B,170471,9728,33
M,S,170472,55
L,S,170473,9726,44
C,165690
L,S,170475,9721,50
L,S,170476,9737,18
L,B,170477,9725,46
M,S,170478,2
L,S,170479,9720,34
C,169264
L,B,170481,9724,47
L,B,170482,9724,13
L,S,170483,9721,19
M,B,170484,6
M,S,170485,22
L,S,170486,9721,35
L,S,170487,9732,32
L,S,170488,9729,27
L,S,170489,9725,13
L,S,170490,9720,11
L,B,170491,9732,22
L,S,170492,9721,25
L,B,170493,9737,37
L,B,170494,9730,43
L,S,170495,9730,12
L,B,170496,9727,7
C,170059
L,B,170498,9729,11
L,S,170499,9728,12
C,170106
L,B,170501,9729,24
M,B,170502,9
L,B,170503,9738,30
L,B,170504,9720,39
L,S,170505,9733,8
L,S,170506,9731,45
M,S,170507,58
L,B,170508,9729,30
L,S,170509,9722,14
C,165738
C,167964
L,B,170512,9732,7
L,B,170513,9735,39
L,S,170514,9735,35
C,170102
L,S,170516,9726,11
L,B,170517,9735,15
L,S,170518,9735,39
L,B,170519,9736,25
L,S,170520,9736,45
L,S,170521,9729,12
L,S,170522,9723,32
M,B,170523,18
L,S,170524,9731,12
L,S,170525,9720,45
L,B,170526,9726,26
L,S,170527,9719,20
C,167239
C,165465
L,B,170530,9732,28
M,S,170531,36
C,169789
M,B,170533,42
L,S,170534,9731,34
L,S,170535,9732,5
L,S,170536,9737,20
L,B,170537,9737,39
L,S,170538,9733,29
L,S,170539,9726,45
M,B,170540,18
L,S,170541,9731,40
C,166977
C,169738
L,B,170544,9736,42
L,B,170545,9734,3
M,B,170546,39
L,S,170547,9714,20
L,B,170548,9728,29
L,B,170549,9733,27
L,B,170550,9735,49
L,S,170551,9733,10
L,S,170552,9742,40
L,S,170553,9729,48
C,167703
L,S,170555,9726,14
L,B,170556,9726,46
C,170226
L,S,170558,9738,25
C,165471
L,S,170560,9742,24
M,S,170561,43
L,S,170562,9733,11
L,S,170563,9732,6
L,S,170564,9728,2
L,S,170565,9740,21
L,B,170566,9736,33
L,S,170567,9720,26
L,B,170568,9728,45
L,S,170569,9726,5
L,S,170570,9741,42
L,S,170571,9721,43
L,S,170572,9742,10
M,S,170573,49
M,B,170574,12
L,B,170575,9717,12
L,S,170576,9729,49
C,167719
L,S,170578,9729,50
C,167203
L,B,170580,9740,4
L,S,170581,9732,45
L,B,170582,9731,43
L,S,170583,9748,42
L,B,170584,9726,33
L,S,170585,9738,17
L,S,170586,9740,29
L,S,170587,9742,18
L,S,170588,9741,22
L,S,170589,9734,41
L,B,170590,9738,3
L,S,170591,9727,25
L,S,170592,9732,9
C,167389
L,B,170594,9745,9
L,B,170595,9740,6
L,B,170596,9731,44
C,167166
L,S,170598,9750,45
L,S,170599,9735,19
L,S,170600,9745,39
C,168669
L,S,170602,9737,44
C,168612
L,S,170604,9736,29
L,B,170605,9749,3
L,B,170606,9744,27
L,S,170607,9747,27
L,S,170608,9724,13
L,S,170609,9739,4
L,B,170610,9734,42
L,S,170611,9739,26
L,S,170612,9746,35
L,B,170613,9740,29
L,B,170614,9738,15
L,S,170615,9742,39
L,S,170616,9748,5
L,S,170617,9738,22
L,B,170618,9750,29
L,B,170619,9732,14
M,S,170620,9
L,B,170621,9743,19
L,B,170622,9740,26
L,S,170623,9733,34
L,S,170624,9734,18
C,168528
L,S,170626,9742,20
C,168011
M,S,170628,56
L,S,170629,9739,41
L,B,170630,9743,38
L,S,170631,9738,4
L,S,170632,9718,18
L,S,170633,9742,12
L,B,170634,9741,28
C,168690
L,B,170636,9743,25
L,B,170637,9750,2
L,S,170638,9735,43
L,B,170639,9734,7
L,B,170640,9738,27
L,B,170641,9736,2
C,169897
L,S,170643,9731,21
L,B,170644,9730,4
L,B,170645,9737,41
C,166807
C,165665
L,S,170648,9729,23
L,S,170649,9737,44
L,B,170650,9734,26
L,B,170651,9736,13
L,S,170652,9728,10
M,S,170653,16
L,S,170654,9734,46
L,S,170655,9733,48
L,S,170656,9736,10
L,B,170657,9733,1
L,B,170658,9734,30
C,166745
L,B,170660,9733,5
L,B,170661,9742,9
L,S,170662,9737,37
L,B,170663,9737,24
L,B,170664,9724,43
M,B,170665,33
L,B,170666,9740,22
M,S,170667,34
L,B,170668,9741,21
L,S,170669,9751,41
C,165820
M,S,170671,56
L,S,170672,9741,38
L,B,170673,9742,6
L,S,170674,9733,21
L,S,170675,9732,13
L,B,170676,9737,45
C,165644
L,B,170678,9732,34
L,B,170679,9733,6
C,169978
L,B,170681,9733,39
L,B,170682,9739,10
M,B,170683,50
L,B,170684,9736,9
L,S,170685,9736,6
L,S,170686,9737,46
M,B,170687,43
L,S,170688,9729,36
L,B,170689,9728,14
L,B,170690,9734,33
L,S,170691,9732,26
L,B,170692,9743,7
L,B,170693,9740,50
L,B,170694,9735,3
L,B,170695,9730,19
L,B,170696,9732,28
L,B,170697,9731,15
L,S,170698,9734,28
L,B,170699,9744,40
L,S,170700,9740,9
L,S,170701,9735,20
L,B,170702,9747,12
M,B,170703,6
L,B,170704,9737,18
L,S,170705,9748,4
L,S,170706,9753,10
L,B,170707,9740,24
L,B,170708,9728,26
L,S,170709,9747,7
L,B,170710,9752,37
C,169160
L,B,170712,9744,47
M,S,170713,34
L,B,170714,9732,37
L,S,170715,9737,1
L,B,170716,9735,4
L,B,170717,9730,14
L,B,170718,9732,30
L,B,170719,9731,39
L,S,170720,9727,36
C,168467
L,B,170722,9727,8
L,B,170723,9730,20
L,S,170724,9736,10
L,S,170725,9741,24
L,S,170726,9736,33
C,167285
L,B,170728,9741,18
C,166948
C,167478
L,S,170731,9742,42
L,B,170732,9750,40
L,B,170733,9739,38
C,169060
L,S,170735,9753,46
L,B,170736,9746,32
L,S,170737,9749,1
L,B,170738,9747,45
C,167627
L,B,170740,9737,2
L,S,170741,9741,22
C,165909
C,167739
L,S,170744,9737,1
C,169326
C,169490
L,B,170747,9731,21
L,S,170748,9745,48
L,S,170749,9751,35
L,S,170750,9739,11
M,S,170751,21
C,167876
L,B,170753,9736,49
L,S,170754,9732,42
C,168470
L,B,170756,9742,33
L,S,170757,9736,1
L,S,170758,9744,34
L,S,170759,9748,30
L,S,170760,9735,47
L,B,170761,9741,45
L,B,170762,9736,40
L,B,170763,9740,24
C,167192
L,S,170765,9744,48
M,B,170766,36
C,168860
L,B,170768,9738,2
L,B,170769,9747,49
L,S,170770,9753,12
L,B,170771,9743,45
L,B,170772,9733,2
L,B,170773,9741,27
L,S,170774,9738,13
M,B,170775,10
M,B,170776,14
L,B,170777,9740,42
L,S,170778,9729,24
L,B,170779,9753,33
L,S,170780,9755,34
L,S,170781,9746,44
M,B,170782,49
L,B,170783,9737,5
M,S,170784,38
L,B,170785,9734,1
L,S,170786,9733,3
L,B,170787,9740,14
L,S,170788,9740,13
L,S,170789,9734,48
L,B,170790,9730,35
L,S,170791,9740,37
L,B,170792,9742,31
L,B,170793,9749,2
L,S,170794,9749,34
L,B,170795,9744,4
L,S,170796,9742,49
L,S,170797,9740,32
L,S,170798,9743,8
L,S,170799,9755,34
L,S,170800,9748,31
L,B,170801,9733,6
L,B,170802,9740,32
L,B,170803,9743,13
L,S,170804,9742,3
L,S,170805,9754,39
C,167479
L,S,170807,9748,30
L,B,170808,9751,30
C,167268
L,B,170810,9728,24
C,168510
C,168201
C,168371
L,S,170814,9740,36
L,B,170815,9742,32
C,167493
L,B,170817,9743,41
L,S,170818,9740,38
C,168041
L,S,170820,9740,6
L,B,170821,9746,18
L,B,170822,9747,49
L,B,170823,9744,44
L,S,170824,9751,2
C,170481
L,S,170826,9744,3
L,S,170827,9742,26
C,169218
L,B,170829,9730,48
L,S,170830,9736,22
L,S,170831,9753,38
C,170508
L,S,170833,9739,8
L,S,170834,9738,18
C,168834
C,166489
L,S,170837,9739,17
L,B,170838,9729,19
L,B,170839,9735,22
C,165878
L,S,170841,9746,43
L,S,170842,9747,32
L,B,170843,9738,38
L,B,170844,9743,7
C,170368
L,S,170846,9741,16
L,B,170847,9745,24
L,B,170848,9754,37
L,B,170849,9756,30
L,B,170850,9749,48
L,B,170851,9729,35
L,S,170852,9756,20
C,166300
L,S,170854,9742,12
L,B,170855,9738,7
L,B,170856,9747,44
L,S,170857,9739,31
C,166621
L,S,170859,9737,47
L,S,170860,9737,26
L,S,170861,9745,33
C,169166
C,166395
L,S,170864,9738,12
L,B,170865,9745,30
L,S,170866,9752,17
L,B,170867,9732,49
C,168132
L,S,170869,9738,26
M,B,170870,29
L,S,170871,9736,3
L,B,170872,9726,30
L,S,170873,9730,20
L,S,170874,9736,39
L,B,170875,9737,25
L,S,170876,9741,6
L,S,170877,9734,37
L,S,170878,9745,18
L,B,170879,9733,14
L,S,170880,9749,10
L,S,170881,9737,36
L,S,170882,9741,20
L,S,170883,9745,27
L,S,170884,9730,25
L,B,170885,9738,14
L,S,170886,9742,9
L,B,170887,9733,36
C,167228
C,168662
C,166430
L,S,170891,9737,23
C,169390
C,170619
C,170564
L,B,170895,9742,28
L,B,170896,9733,28
L,S,170897,9748,44
M,B,170898,8
C,170227
L,S,170900,9726,8
L,S,170901,9739,1
L,S,170902,9727,29
L,B,170903,9739,6
M,B,170904,39
L,B,170905,9735,16
L,S,170906,9750,24
L,S,170907,9737,12
L,B,170908,9743,34
M,S,170909,38
C,165808
L,S,170911,9735,24
L,S,170912,9728,33
C,169812
L,B,170914,9740,14
L,S,170915,9726,33
L,B,170916,9732,26
L,B,170917,9735,16
L,B,170918,9734,6
L,B,170919,9742,39
L,S,170920,9734,41
L,B,170921,9732,19
M,S,170922,20
L,S,170923,9737,43
L,B,170924,9720,40
C,169958
L,B,170926,9736,2
M,S,170927,19
C,169386
L,S,170929,9742,27
L,S,170930,9743,17
L,S,170931,9725,31
L,S,170932,9733,50
L,S,170933,9739,45
L,S,170934,9726,18
L,B,170935,9736,21
L,B,170936,9738,35
C,168584
L,S,170938,9743,2
L,S,170939,9730,26
L,S,170940,9729,27
C,170599
L,S,170942,9719,3
L,B,170943,9736,18
L,B,170944,9739,19
M,B,170945,40
L,B,170946,9740,30
L,S,170947,9728,2
M,B,170948,47
L,S,170949,9738,24
L,S,170950,9741,27
L,B,170951,9733,2
L,B,170952,9744,39
C,166043
L,S,170954,9735,4
L,B,170955,9733,1
M,B,170956,14
L,B,170957,9734,25
C,169474
L,S,170959,9738,5
L,S,170960,9746,34
L,S,170961,9732,21
L,B,170962,9741,39
L,B,170963,9732,30
L,B,170964,9746,20
L,S,170965,9744,34
C,169643
L,B,170967,9734,17
L,S,170968,9748,48
L,S,170969,9739,41
M,S,170970,45
L,S,170971,9732,37
L,B,170972,9737,5
L,S,170973,9738,3
L,S,170974,9744,1
L,B,170975,9747,17
C,170131
L,S,170977,9742,47
L,S,170978,9741,50
L,B,170979,9740,26
L,B,170980,9735,16
C,169046
L,B,170982,9733,37
L,B,170983,9737,22
L,S,170984,9732,11
L,B,170985,9730,29
L,B,170986,9742,4
L,B,170987,9740,15
L,B,170988,9738,31
L,B,170989,9743,40
L,S,170990,9750,8
L,B,170991,9747,30
L,B,170992,9740,46
L,S,170993,9738,46
M,B,170994,46
L,S,170995,9740,48
M,S,170996,8
L,S,170997,9733,42
L,S,170998,9725,12
L,B,170999,9746,26
L,S,171000,9743,2
C,165882
L,B,171002,9745,38
L,B,171003,9748,21
M,B,171004,41
L,S,171005,9732,44
L,S,171006,9736,38
L,S,171007,9732,34
L,B,171008,9734,21
L,B,171009,9735,38
L,S,171010,9731,30
L,B,171011,9746,20
L,S,171012,9757,47
L,B,171013,9740,40
L,S,171014,9727,33
C,168966
L,S,171016,9747,44
L,B,171017,9742,16
M,B,171018,38
L,B,171019,9734,10
C,170082
L,S,171021,9746,5
L,S,171022,9737,48
L,B,171023,9735,36
M,S,171024,31
L,S,171025,9733,49
L,B,171026,9739,18
L,S,171027,9745,28
L,S,171028,9737,13
L,S,171029,9743,16
L,S,171030,9750,48
M,B,171031,5
L,S,171032,9726,32
L,S,171033,9737,33
L,S,171034,9737,14
L,S,171035,9738,47
L,S,171036,9742,20
L,S,171037,9739,38
L,S,171038,9743,29
C,170339
L,S,171040,9749,22
L,B,171041,9744,39
L,B,171042,9742,43
C,168557
L,B,171044,9736,33
L,B,171045,9743,38
M,S,171046,38
C,169311
L,B,171048,9747,20
C,169427
L,S,171050,9753,33
L,S,171051,9738,44
L,S,171052,9735,19
L,B,171053,9755,9
L,S,171054,9746,34
L,S,171055,9749,26
L,B,171056,9752,42
L,B,171057,9750,16
L,B,171058,9750,31
L,B,171059,9746,8
L,S,171060,9755,2
L,B,171061,9752,39
L,S,171062,9755,13
L,S,171063,9751,2
L,S,171064,9752,44
L,B,171065,9739,12
L,S,171066,9747,14
L,S,171067,9749,21
L,S,171068,9745,47
L,S,171069,9748,45
L,S,171070,9747,14
L,B,171071,9743,6
L,S,171072,9748,5
M,B,171073,19
L,B,171074,9747,42
L,S,171075,9746,23
L,B,171076,9744,18
L,S,171077,9730,25
L,S,171078,9755,5
L,S,171079,9750,49
C,168020
L,B,171081,9756,40
C,167811
L,B,171083,9745,42
L,B,171084,9746,50
L,S,171085,9739,24
L,S,171086,9740,32
L,B,171087,9748,12
L,S,171088,9764,36
L,S,171089,9753,48
C,169080
L,B,171091,9740,11
L,S,171092,9750,3
L,S,171093,9751,19
L,B,171094,9746,21
L,B,171095,9762,34
L,S,171096,9737,8
L,B,171097,9755,37
L,B,171098,9754,47
M,B,171099,5
M,B,171100,28
C,168168
L,B,171102,9758,24
L,S,171103,9752,44
L,S,171104,9752,30
L,B,171105,9751,37
L,S,171106,9744,3
L,B,171107,9744,2
C,169351
L,B,171109,9761,40
L,S,171110,9741,34
L,S,171111,9748,38
L,B,171112,9748,18
L,B,171113,9742,42
L,S,171114,9756,13
L,B,171115,9751,4
L,S,171116,9744,10
L,B,171117,9749,37
L,S,171118,9749,9
L,B,171119,9740,9
L,B,171120,9763,45
L,B,171121,9734,47
L,B,171122,9756,9
L,B,171123,9760,37
L,B,171124,9751,33
M,S,171125,44
L,B,171126,9766,25
L,S,171127,9755,12
L,S,171128,9758,50
C,169592
L,S,171130,9743,41
L,B,171131,9758,25
L,B,171132,9751,22
L,S,171133,9766,3
M,B,171134,6
M,B,171135,51
C,170102
M,S,171137,13
L,B,171138,9760,47
L,S,171139,9755,19
L,B,171140,9770,37
L,B,171141,9757,36
L,S,171142,9767,28
C,166266
M,B,171144,46
C,168780
L,S,171146,9772,43
L,B,171147,9766,38
L,B,171148,9760,14
L,B,171149,9757,15
C,170823
L,S,171151,9761,7
C,170414
L,S,171153,9768,30
L,S,171154,9759,12
C,170999
L,B,171156,9753,11
L,S,171157,9756,24
L,B,171158,9755,41
L,B,171159,9758,44
L,S,171160,9755,17
L,B,171161,9760,42
L,S,171162,9750,41
C,168610
L,B,171164,9763,34
C,170756
L,B,171166,9756,16
L,S,171167,9764,10
M,S,171168,27
M,B,171169,54
L,B,171170,9764,38
L,S,171171,9759,49
L,B,171172,9759,50
L,B,171173,9763,1
L,B,171174,9781,28
L,B,171175,9771,48
L,S,171176,9759,8
L,S,171177,9758,2
L,S,171178,9759,45
L,B,171179,9749,4
L,S,171180,9763,15
C,167392
L,S,171182,9774,38
L,S,171183,9759,32
L,S,171184,9762,19
L,B,171185,9765,17
C,167382
L,S,171187,9771,13
L,S,171188,9766,42
C,166369
L,B,171190,9759,40
L,S,171191,9766,35
L,S,171192,9765,21
C,169408
L,B,171194,9767,41
L,B,171195,9778,24
L,S,171196,9757,31
L,S,171197,9774,16
L,B,171198,9759,49
L,S,171199,9769,6
L,S,171200,9777,2
C,167842
L,S,171202,9772,32
L,S,171203,9768,35
L,B,171204,9769,27
L,B,171205,9757,6
C,170560
L,S,171207,9772,3
C,167175
L,S,171209,9770,11
L,B,171210,9766,46
L,B,171211,9761,48
L,S,171212,9755,32
L,B,171213,9768,17
M,S,171214,18
L,B,171215,9755,2
L,S,171216,9750,41
L,S,171217,9757,32
L,B,171218,9758,42
L,S,171219,9772,32
L,S,171220,9752,31
L,S,171221,9763,42
L,S,171222,9761,41
M,S,171223,54
L,S,171224,9755,18
L,B,171225,9758,6
L,S,171226,9752,18
L,B,171227,9767,6
L,B,171228,9751,31
L,B,171229,9749,36
L,B,171230,9773,47
L,S,171231,9762,32
M,B,171232,31
M,S,171233,18
L,S,171234,9760,20
L,B,171235,9746,25
L,S,171236,9756,45
L,S,171237,9753,47
L,B,171238,9759,17
L,S,171239,9761,48
L,B,171240,9759,46
L,B,171241,9757,11
C,166713
L,S,171243,9752,2
L,S,171244,9763,27
L,S,171245,9758,16
L,S,171246,9745,6
L,B,171247,9762,38
L,B,171248,9751,25
C,166114
L,S,171250,9768,33
L,S,171251,9771,33
L,S,171252,9760,49
L,S,171253,9761,23
L,B,171254,9759,32
C,166868
L,S,171256,9759,41
L,B,171257,9752,7
C,167918
C,166711
L,S,171260,9752,44
C,166717
L,B,171262,9757,18
L,B,171263,9754,14
L,S,171264,9754,43
L,B,171265,9760,29
L,S,171266,9757,37
M,S,171267,56
L,B,171268,9749,30
L,B,171269,9748,23
M,B,171270,57
L,S,171271,9755,44
L,S,171272,9755,36
L,S,171273,9739,45
L,B,171274,9758,22
L,S,171275,9760,32
L,S,171276,9756,3
C,169792
L,B,171278,9762,34
L,S,171279,9764,28
L,S,171280,9754,16
L,S,171281,9760,10
L,B,171282,9772,17
L,B,171283,9771,34
L,S,171284,9763,33
C,169866
L,B,171286,9763,49
L,S,171287,9759,36
L,S,171288,9765,16
L,S,171289,9745,22
L,S,171290,9770,2
L,S,171291,9758,45
L,B,171292,9758,49
C,171195
L,B,171294,9753,11
L,S,171295,9751,2
L,B,171296,9753,19
L,S,171297,9759,25
L,S,171298,9753,11
L,S,171299,9754,45
C,170885
L,S,171301,9759,33
L,S,171302,9743,50
L,S,171303,9754,29
C,169468
L,S,171305,9759,2
L,S,171306,9753,48
C,170947
L,S,171308,9758,32
L,B,171309,9747,14
L,B,171310,9753,47
M,S,171311,22
L,B,171312,9751,26
L,B,171313,9748,5
M,S,171314,33
L,B,171315,9736,11
C,168501
M,S,171317,27
C,170041
L,S,171319,9754,5
L,B,171320,9738,15
L,S,171321,9755,27
M,B,171322,39
C,170685
L,B,171324,9767,50
L,S,171325,9757,32
C,166768
L,B,171327,9754,15
L,B,171328,9759,47
L,B,171329,9754,2
L,B,171330,9757,9
L,B,171331,9749,29
L,S,171332,9759,4
L,S,171333,9758,46
C,166668
L,S,171335,9746,23
C,170534
L,S,171337,9752,22
L,B,171338,9759,1
L,B,171339,9759,5
L,B,171340,9746,34
L,S,171341,9746,27
L,S,171342,9748,23
L,S,171343,9748,31
L,S,171344,9749,30
L,S,171345,9751,29
L,S,171346,9743,25
L,S,171347,9753,33
L,S,171348,9749,39
L,B,171349,9740,17
C,167397
L,B,171351,9746,11
L,S,171352,9741,7
L,S,171353,9762,27
L,B,171354,9752,29
L,B,171355,9733,42
L,B,171356,9744,30
L,S,171357,9738,5
C,170977
L,S,171359,9752,4
L,B,171360,9745,48
C,166255
L,B,171362,9745,49
L,S,171363,9737,23
M,S,171364,11
L,S,171365,9744,32
L,B,171366,9756,50
L,S,171367,9739,39
C,166294
C,167779
L,B,171370,9754,10
C,170437
L,S,171372,9745,13
L,S,171373,9742,40
L,B,171374,9729,43
L,S,171375,9751,1
C,169643
L,B,171377,9746,29
L,S,171378,9746,47
L,S,171379,9753,40
L,S,171380,9752,18
L,B,171381,9734,12
C,171272
L,B,171383,9753,38
C,166508
L,B,171385,9747,9
L,B,171386,9749,14
L,S,171387,9744,38
L,S,171388,9744,3
L,S,171389,9740,13
C,170605
L,S,171391,9736,9
L,S,171392,9750,50
C,167303
M,S,171394,51
L,B,171395,9749,15
L,B,171396,9742,12
L,S,171397,9738,30
L,S,171398,9739,6
L,B,171399,9735,39
L,B,171400,9742,26
L,B,171401,9746,24
L,B,171402,9753,38
L,B,171403,9745,40
L,B,171404,9733,8
L,B,171405,9748,45
L,S,171406,9749,21
L,B,171407,9762,22
L,S,171408,9751,4
L,S,171409,9754,19
C,166490
L,B,171411,9746,36
L,B,171412,9735,22
L,S,171413,9761,49
L,S,171414,9744,40
L,S,171415,9737,3
L,B,171416,9742,45
L,S,171417,9730,46
L,B,171418,9749,16
L,S,171419,9746,35
M,S,171420,11
L,B,171421,9742,21
L,B,171422,9748,1
L,S,171423,9759,36
L,B,171424,9757,43
L,S,171425,9751,2
L,S,171426,9745,31
M,B,171427,52
L,S,171428,9738,24
C,170084
L,B,171430,9737,20
L,S,171431,9755,31
L,B,171432,9753,46
M,B,171433,36
L,S,171434,9749,22
L,S,171435,9741,13
L,B,171436,9757,43
L,S,171437,9746,34
L,S,171438,9748,15
L,B,171439,9747,36
L,B,171440,9744,44
L,S,171441,9741,32
L,B,171442,9748,18
L,S,171443,9754,18
L,S,171444,9755,46
C,168812
L,B,171446,9757,34
L,B,171447,9754,23
L,S,171448,9744,44
L,S,171449,9752,27
L,S,171450,9741,9
L,B,171451,9739,22
L,S,171452,9766,5
L,B,171453,9749,24
L,S,171454,9762,24
L,B,171455,9765,17
L,B,171456,9764,8
L,B,171457,9758,22
L,S,171458,9758,6
L,B,171459,9750,31
L,S,171460,9759,16
L,B,171461,9747,35
C,169427
L,B,171463,9763,42
L,B,171464,9760,12
L,B,171465,9761,19
L,S,171466,9764,43
M,B,171467,44
L,B,171468,9761,11
M,S,171469,39
L,B,171470,9762,24
L,S,171471,9766,17
L,B,171472,9754,24
L,S,171473,9756,30
L,S,171474,9758,7
L,S,171475,9757,15
L,S,171476,9755,3
L,B,171477,9750,10
C,170116
L,B,171479,9763,42
L,B,171480,9753,15
C,169370
L,S,171482,9766,27
L,S,171483,9760,8
L,S,171484,9766,25
L,S,171485,9758,17
L,S,171486,9760,39
L,S,171487,9757,42
L,S,171488,9751,36
L,B,171489,9756,25
L,B,171490,9760,19
C,168018
L,S,171492,9764,44
L,S,171493,9757,19
L,S,171494,9742,9
L,S,171495,9757,38
L,B,171496,9751,47
C,168847
L,B,171498,9772,9
L,S,171499,9771,48
L,S,171500,9763,12
L,S,171501,9765,14
L,B,171502,9760,21
L,B,171503,9767,18
C,170482
L,S,171505,9760,14
L,S,171506,9751,37
L,B,171507,9756,37
L,S,171508,9769,17
L,S,171509,9762,3
L,S,171510,9758,10
C,169926
L,B,171512,9756,5
L,B,171513,9753,12
C,168622
C,170429
L,B,171516,9749,7
L,B,171517,9754,39
C,171288
C,169631
L,B,171520,9747,49
L,S,171521,9761,33
C,171483
L,B,171523,9774,10
L,B,171524,9746,28
L,S,171525,9767,43
C,167201
M,B,171527,31
C,171449
L,B,171529,9772,10
L,B,171530,9768,20
C,166738
M,S,171532,31
L,S,171533,9765,12
L,B,171534,9755,12
C,168669
L,B,171536,9746,13
L,S,171537,9752,8
C,171446
L,B,171539,9760,35
L,B,171540,9757,2
C,166926
L,S,171542,9756,39
L,S,171543,9755,14
L,S,171544,9749,29
L,S,171545,9746,22
L,B,171546,9758,44
L,B,171547,9763,14
C,166722
L,B,171549,9752,22
L,S,171550,9764,27
L,S,171551,9755,40
L,S,171552,9765,47
L,B,171553,9769,33
C,167169
C,169079
L,S,171556,9761,4
L,S,171557,9762,39
L,S,171558,9773,34
L,B,171559,9753,50
L,S,171560,9756,34
C,167897
M,B,171562,25
L,B,171563,9772,50
C,167844
L,B,171565,9772,16
M,B,171566,20
L,B,171567,9770,3
L,B,171568,9772,47
L,S,171569,9777,10
C,166739
M,B,171571,6
C,168487
L,B,171573,9762,9
L,B,171574,9772,7
L,S,171575,9759,41
L,B,171576,9770,43
L,B,171577,9763,19
L,S,171578,9764,11
L,B,171579,9771,38
C,168898
L,S,171581,9770,1
L,B,171582,9759,50
L,B,171583,9759,28
L,B,171584,9765,30
C,168932
L,B,171586,9771,37
C,170094
L,B,171588,9763,41
L,B,171589,9769,22
M,B,171590,49
L,B,171591,9766,18
L,B,171592,9776,33
L,B,171593,9774,7
L,S,171594,9771,39
L,B,171595,9759,14
C,170857
L,B,171597,9784,50
L,B,171598,9762,4
L,B,171599,9782,49
L,S,171600,9770,34
L,S,171601,9764,24
L,B,171602,9761,39
L,B,171603,9771,11
L,B,171604,9773,1
L,S,171605,9767,22
L,B,171606,9758,31
C,167203
M,B,171608,37
L,B,171609,9771,7
M,B,171610,36
L,B,171611,9770,43
L,S,171612,9758,43
L,S,171613,9764,34
L,B,171614,9765,36
L,B,171615,9761,10
L,B,171616,9765,3
C,166528
L,S,171618,9767,7
L,S,171619,9769,11
L,B,171620,9767,20
L,B,171621,9772,17
